ID,PRE_POST2010,Arrest_Year,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX,PERP_RACE,Lat,Long,Lon_Lat
126,POST,2010,14-Apr-10,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155350H,F,S,122,25-44,M,WHITE,40.58982677,-74.16427807,POINT (-74.16427806999997 40.58982677200004)
127,POST,2010,18-Apr-10,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,122,<18,M,WHITE,40.60172695,-74.09142371,POINT (-74.09142370999999 40.601726946000035)
128,POST,2010,18-Apr-10,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,122,<18,F,WHITE,40.60172695,-74.09142371,POINT (-74.09142370999999 40.601726946000035)
129,POST,2010,18-Apr-10,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,122,<18,M,WHITE,40.60172695,-74.09142371,POINT (-74.09142370999999 40.601726946000035)
130,POST,2010,24-Apr-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,123,45-64,M,WHITE,40.53283699,-74.22249209,POINT (-74.22249208799997 40.532836987000046)
131,POST,2010,29-Apr-10,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,122,<18,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
132,POST,2010,10-May-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120101H,F,S,120,18-24,F,ASIAN / PACIFIC ISLANDER,40.64270648,-74.0767169,POINT (-74.07671690299999 40.64270648100006)
133,POST,2010,10-May-10,397,"ROBBERY,UNCLASSIFIED,OPEN AREA",105,ROBBERY,PL 16010AH,F,S,120,18-24,F,ASIAN / PACIFIC ISLANDER,40.64270648,-74.0767169,POINT (-74.07671690299999 40.64270648100006)
134,POST,2010,13-May-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120101H,F,S,120,18-24,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
135,POST,2010,13-May-10,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160102H,F,S,120,18-24,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
136,POST,2010,22-May-10,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 120150H,M,S,120,25-44,M,WHITE HISPANIC,40.62086456,-74.16069464,POINT (-74.16069464299993 40.62086456000004)
137,POST,2010,24-May-10,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 120150H,M,S,122,25-44,M,BLACK,40.60408778,-74.12841563,POINT (-74.12841563299997 40.60408777500004)
138,POST,2010,26-May-10,397,"ROBBERY,UNCLASSIFIED,OPEN AREA",105,ROBBERY,PL 16010AH,F,S,120,18-24,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
139,POST,2010,26-May-10,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160101H,F,S,120,18-24,F,ASIAN / PACIFIC ISLANDER,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
140,POST,2010,10-Jun-10,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145050H,F,S,120,45-64,M,WHITE,40.62692181,-74.07579453,POINT (-74.07579452899995 40.626921811000045)
141,POST,2010,6-Jul-10,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 120150H,M,S,122,25-44,F,BLACK,40.59575324,-74.07791244,POINT (-74.07791244099997 40.59575323800004)
142,POST,2010,8-Jul-10,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010AH,M,S,122,<18,F,WHITE,40.56029783,-74.13500385,POINT (-74.13500385099996 40.56029782900004)
143,POST,2010,12-Jul-10,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 240250H,M,S,122,25-44,M,WHITE,40.5831901,-74.10857824,POINT (-74.10857823599997 40.58319009500008)
144,POST,2010,18-Jul-10,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160050H,F,S,120,25-44,M,WHITE HISPANIC,40.63613769,-74.1387783,POINT (-74.13877830299998 40.63613768900007)
145,POST,2010,30-Jul-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,122,<18,M,WHITE,40.55014167,-74.1421189,POINT (-74.14211889499995 40.55014167300004)
146,POST,2010,1-Aug-10,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160101H,F,S,120,<18,M,BLACK,40.63402572,-74.13044403,POINT (-74.13044402599996 40.63402572300004)
147,POST,2010,6-Aug-10,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160101H,F,S,120,<18,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
148,POST,2010,6-Aug-10,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,120,45-64,M,WHITE,40.61308613,-74.12255847,POINT (-74.122558472 40.613086130000056)
149,POST,2010,6-Aug-10,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030AH,F,S,120,45-64,M,WHITE,40.61308613,-74.12255847,POINT (-74.122558472 40.613086130000056)
150,POST,2010,6-Aug-10,640,AGGRAVATED HARASSMENT 1,126,MISCELLANEOUS PENAL LAW,PL 240302H,F,S,120,45-64,M,WHITE,40.61308613,-74.12255847,POINT (-74.122558472 40.613086130000056)
151,POST,2010,13-Aug-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,BLACK,40.6159949,-74.08355506,POINT (-74.08355505499998 40.61599490100008)
152,POST,2010,20-Aug-10,379,"ROBBERY,GAS STATION",105,ROBBERY,PL 160152H,F,S,120,<18,M,BLACK,40.63681897,-74.11865313,POINT (-74.11865312699999 40.63681896700007)
153,POST,2010,12-Sep-10,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145001H,F,S,120,25-44,M,BLACK,40.62939674,-74.11626939,POINT (-74.11626939399997 40.62939674300002)
154,POST,2010,10-Oct-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,<18,M,WHITE HISPANIC,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
155,POST,2010,10-Oct-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,<18,M,WHITE HISPANIC,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
156,POST,2010,10-Oct-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120003H,F,S,120,<18,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
157,POST,2010,10-Oct-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,<18,M,WHITE HISPANIC,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
158,POST,2010,21-Oct-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,WHITE,40.63032339,-74.15243843,POINT (-74.15243842999998 40.630323389000075)
159,POST,2010,13-Nov-10,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,123,45-64,M,WHITE,40.5425919,-74.21830055,POINT (-74.21830055099997 40.54259189500005)
160,POST,2010,15-Nov-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,25-44,M,BLACK,40.64173826,-74.07567804,POINT (-74.07567803700002 40.641738260000075)
161,POST,2010,1-Dec-10,379,"ROBBERY,GAS STATION",105,ROBBERY,PL 160154H,F,S,120,18-24,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
162,POST,2010,21-Dec-10,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,123,45-64,F,WHITE,40.51158634,-74.24930373,POINT (-74.24930372699998 40.51158633800003)
163,POST,2011,30-Mar-11,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,<18,M,BLACK,40.6202233,-74.08158998,POINT (-74.08158997599996 40.62022329500007)
164,POST,2011,5-Apr-11,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145001H,F,S,123,25-44,M,WHITE,40.54450119,-74.20855601,POINT (-74.20855601499993 40.54450118800003)
165,POST,2011,9-Apr-11,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120003H,F,S,120,25-44,M,WHITE HISPANIC,40.62464996,-74.14166514,POINT (-74.14166514499993 40.624649955000045)
166,POST,2011,17-Apr-11,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 14010FH,M,S,120,25-44,M,BLACK,40.62314011,-74.08284714,POINT (-74.08284714199993 40.623140111000055)
167,POST,2011,21-Apr-11,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,WHITE HISPANIC,40.61237012,-74.06485759,POINT (-74.06485759299993 40.61237011800005)
168,POST,2011,21-Apr-11,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,WHITE,40.61237012,-74.06485759,POINT (-74.06485759299993 40.61237011800005)
169,POST,2011,11-May-11,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120002H,F,S,120,25-44,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
170,POST,2011,23-May-11,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 121120H,F,S,120,25-44,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
171,POST,2011,25-Jul-11,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 120150H,M,S,122,45-64,F,WHITE HISPANIC,40.55557403,-74.13263358,POINT (-74.13263358399996 40.555574025000055)
172,POST,2011,28-Nov-11,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 240250H,M,S,120,45-64,F,WHITE HISPANIC,40.63582735,-74.08548587,POINT (-74.08548586799998 40.63582734800008)
173,POST,2011,24-Dec-11,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,25-44,M,BLACK,40.61190664,-74.1081099,POINT (-74.10810990099996 40.61190664200007)
174,POST,2012,29-Jan-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,25-44,M,BLACK,40.64035783,-74.1685462,POINT (-74.16854619599997 40.64035782500007)
175,POST,2012,4-Feb-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,25-44,M,BLACK,40.6242432,-74.07940826,POINT (-74.07940825699995 40.62424320000007)
176,POST,2012,5-Feb-12,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 24030BH,F,S,120,25-44,M,BLACK HISPANIC,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
177,POST,2012,6-Feb-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,122,25-44,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
178,POST,2012,20-Feb-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,WHITE HISPANIC,40.63681897,-74.11865313,POINT (-74.11865312699999 40.63681896700007)
179,POST,2012,10-Mar-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,BLACK,40.6146244,-74.08471673,POINT (-74.08471673399998 40.614624398000046)
180,POST,2012,21-Mar-12,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,120,25-44,M,WHITE,40.64270648,-74.0767169,POINT (-74.07671690299999 40.64270648100006)
181,POST,2012,21-May-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,25-44,M,WHITE HISPANIC,40.64471777,-74.09909314,POINT (-74.09909313899993 40.64471777400007)
182,POST,2012,27-May-12,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 240250H,M,S,120,25-44,M,WHITE,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
183,POST,2012,31-May-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,<18,M,BLACK,40.63923551,-74.07901894,POINT (-74.07901894099997 40.63923551100004)
184,POST,2012,13-Jun-12,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145002H,F,S,120,18-24,F,BLACK,40.63354106,-74.12187907,POINT (-74.12187906799994 40.63354105800004)
185,POST,2012,16-Jun-12,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155301H,F,S,123,25-44,M,WHITE,40.55585121,-74.17916863,POINT (-74.17916863199997 40.55585121000007)
186,POST,2012,30-Jun-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120056H,F,S,120,25-44,M,ASIAN / PACIFIC ISLANDER,40.6249707,-74.16653682,POINT (-74.16653682299993 40.62497069500005)
187,POST,2012,24-Sep-12,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,122,<18,F,WHITE,40.55391217,-74.13370266,POINT (-74.13370265799993 40.55391217400006)
188,POST,2012,1-Oct-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,25-44,F,WHITE HISPANIC,40.63124092,-74.11658605,POINT (-74.11658604499998 40.63124092200008)
189,POST,2012,4-Oct-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,122,25-44,F,WHITE HISPANIC,40.60479546,-74.08447018,POINT (-74.08447017699996 40.604795463000066)
190,POST,2012,15-Oct-12,263,"ARSON 2,3,4",114,ARSON,PL 150150H,F,S,120,25-44,F,WHITE HISPANIC,40.64270648,-74.0767169,POINT (-74.07671690299999 40.64270648100006)
191,POST,2012,4-Nov-12,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145001H,F,S,120,<18,M,BLACK,40.63013807,-74.07674929,POINT (-74.07674928899996 40.63013807300007)
192,POST,2012,20-Nov-12,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,BLACK,40.61549122,-74.08165623,POINT (-74.08165622999996 40.61549122300004)
193,POST,2012,20-Dec-12,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,120,25-44,M,WHITE,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
194,POST,2013,14-Jan-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,45-64,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
195,POST,2013,3-Feb-13,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 120250H,F,S,120,25-44,F,BLACK HISPANIC,40.63583841,-74.15799603,POINT (-74.15799603099998 40.63583840900003)
196,POST,2013,3-Feb-13,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 120250H,F,S,120,25-44,F,BLACK HISPANIC,40.63583841,-74.15799603,POINT (-74.15799603099998 40.63583840900003)
197,POST,2013,9-Mar-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,25-44,M,BLACK,40.60965921,-74.12887295,POINT (-74.12887294599993 40.60965920600006)
198,POST,2013,9-Apr-13,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,120,<18,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
199,POST,2013,11-Apr-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120002H,F,S,120,25-44,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
200,POST,2013,20-Apr-13,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145001H,F,S,120,25-44,M,BLACK,40.64434491,-74.08483375,POINT (-74.08483374599997 40.64434490700007)
201,POST,2013,3-May-13,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145003H,F,S,123,45-64,M,WHITE,40.54874973,-74.17057845,POINT (-74.17057844799997 40.54874973100004)
202,POST,2013,16-May-13,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,120,25-44,M,UNKNOWN,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
203,POST,2013,16-May-13,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140251H,F,S,120,25-44,M,UNKNOWN,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
204,POST,2013,16-May-13,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 140200H,F,S,120,25-44,M,UNKNOWN,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
205,POST,2013,18-May-13,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,120,18-24,M,BLACK,40.63651781,-74.13299984,POINT (-74.13299983999997 40.63651780900005)
206,POST,2013,12-Jun-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,BLACK,40.63768169,-74.1094848,POINT (-74.10948480199994 40.63768169200006)
207,POST,2013,26-Jun-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,<18,M,BLACK,40.63402572,-74.13044403,POINT (-74.13044402599996 40.63402572300004)
208,POST,2013,26-Jun-13,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,122,25-44,M,WHITE HISPANIC,40.55153957,-74.15221551,POINT (-74.15221550599993 40.55153956800007)
209,POST,2013,17-Jul-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120003H,F,S,120,25-44,M,WHITE,40.62132313,-74.07883924,POINT (-74.07883923699995 40.62132313200004)
210,POST,2013,5-Aug-13,112,MENACING 1ST DEGREE (VICT NOT PEACE OFFICER),126,MISCELLANEOUS PENAL LAW,PL 120141H,F,S,122,18-24,F,BLACK,40.59575324,-74.07791244,POINT (-74.07791244099997 40.59575323800004)
211,POST,2013,11-Aug-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,122,45-64,M,WHITE,40.55980706,-74.15621831,POINT (-74.15621831399994 40.559807060000026)
212,POST,2013,11-Aug-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,122,45-64,M,WHITE,40.58432799,-74.08746486,POINT (-74.08746486299998 40.58432798800004)
213,POST,2013,25-Aug-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,121,45-64,F,BLACK,40.63708759,-74.17121141,POINT (-74.171211407 40.637087585000074)
214,POST,2013,2-Sep-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,WHITE HISPANIC,40.61937893,-74.0801301,POINT (-74.08013009499997 40.619378925000035)
215,POST,2013,2-Oct-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,123,<18,F,WHITE,40.53483174,-74.19737344,POINT (-74.19737343699995 40.53483174100006)
216,POST,2013,17-Oct-13,263,"ARSON 2,3,4",114,ARSON,PL 150101H,F,S,120,18-24,M,WHITE,40.60503827,-74.06574,POINT (-74.06573999599993 40.60503826500008)
217,POST,2013,22-Nov-13,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145052H,F,S,121,45-64,M,WHITE HISPANIC,40.62322682,-74.14922697,POINT (-74.14922697299994 40.623226819000074)
218,POST,2013,11-Dec-13,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120001H,F,S,120,25-44,F,BLACK,40.63935117,-74.08613535,POINT (-74.08613535099995 40.63935117200003)
219,POST,2014,25-Feb-14,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,123,25-44,M,WHITE,40.51158634,-74.24930373,POINT (-74.24930372699998 40.51158633800003)
220,POST,2014,9-Mar-14,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 120150H,M,S,120,25-44,M,WHITE,40.62210813,-74.12772986,POINT (-74.12772985499998 40.62210813300004)
221,POST,2014,6-Apr-14,183,"IMPRISONMENT 1,UNLAWFUL",124,KIDNAPPING & RELATED OFFENSES,PL 135050H,F,S,121,25-44,M,WHITE HISPANIC,40.63187709,-74.13237812,POINT (-74.13237811899995 40.631877085000035)
222,POST,2014,15-Apr-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,122,18-24,M,WHITE HISPANIC,40.59691175,-74.07342709,POINT (-74.07342708799997 40.59691175200005)
223,POST,2014,19-May-14,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 240250H,M,S,122,25-44,M,WHITE,40.58479656,-74.08849874,POINT (-74.08849874399993 40.58479655900004)
224,POST,2014,30-May-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120051H,F,S,120,18-24,M,BLACK,40.63681897,-74.11865313,POINT (-74.11865312699999 40.63681896700007)
225,POST,2014,6-Jun-14,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 160101H,F,S,122,<18,M,BLACK,40.57443758,-74.12669198,POINT (-74.12669197899999 40.57443757600004)
226,POST,2014,27-Jun-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,121,18-24,M,BLACK,40.63674414,-74.13428297,POINT (-74.13428297199995 40.63674413600006)
227,POST,2014,30-Jul-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120051H,F,S,120,25-44,M,BLACK,40.64149946,-74.07567777,POINT (-74.07567776599996 40.64149946300005)
228,POST,2014,16-Aug-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,BLACK,40.63700115,-74.11494231,POINT (-74.11494230799997 40.63700114800002)
229,POST,2014,16-Aug-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,M,BLACK,40.63700115,-74.11494231,POINT (-74.11494230799997 40.63700114800002)
230,POST,2014,27-Aug-14,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 14500BH,F,S,122,65+,M,WHITE,40.56022111,-74.10610804,POINT (-74.10610804299995 40.56022111200008)
231,POST,2014,15-Sep-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,123,18-24,M,WHITE,40.51986042,-74.22898059,POINT (-74.22898058899995 40.51986042100003)
232,POST,2014,1-Oct-14,439,"LARCENY,GRAND FROM OPEN AREAS,",109,GRAND LARCENY,PL 155351H,F,S,121,25-44,F,WHITE HISPANIC,40.62322682,-74.14922697,POINT (-74.14922697299994 40.623226819000074)
233,POST,2014,6-Nov-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120051H,F,S,121,25-44,F,BLACK,40.63067501,-74.1480151,POINT (-74.14801510299998 40.63067501300003)
234,POST,2014,8-Nov-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,121,25-44,M,WHITE HISPANIC,40.63331447,-74.14007306,POINT (-74.14007306199994 40.63331447300004)
235,POST,2014,13-Nov-14,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120003H,F,S,121,25-44,F,WHITE HISPANIC,40.63124554,-74.16636874,POINT (-74.16636874099999 40.63124554000007)
236,POST,2015,7-Jan-15,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120003H,F,S,121,45-64,M,BLACK,40.63898418,-74.17125231,POINT (-74.17125230499995 40.63898417600007)
237,POST,2015,21-Jan-15,640,AGGRAVATED HARASSMENT 1,126,MISCELLANEOUS PENAL LAW,PL 240302H,F,S,123,18-24,M,WHITE,40.51181208,-74.23997932,POINT (-74.23997932299993 40.51181207600007)
238,POST,2015,4-Feb-15,640,AGGRAVATED HARASSMENT 1,126,MISCELLANEOUS PENAL LAW,PL 240304H,F,S,122,18-24,M,WHITE,40.57414013,-74.10600777,POINT (-74.10600776499997 40.57414012800007)
239,POST,2015,14-Mar-15,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,121,25-44,M,WHITE HISPANIC,40.63569205,-74.13499425,POINT (-74.13499424499999 40.635692049000056)
240,POST,2015,20-Mar-15,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,<18,M,BLACK,40.64502275,-74.07721685,POINT (-74.077216847 40.645022746000045)
241,POST,2015,24-Mar-15,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 145001H,F,S,120,<18,M,BLACK HISPANIC,40.6202233,-74.08158998,POINT (-74.08158997599996 40.62022329500007)
