FID_1,CB2010,BoroCode,BoroName,CT2010,BCTCB2010,Shape_Leng,Shape_Area,Count_,AboveAverage
2767,2000,5,Staten Island,18702,50187022000,3763.756121,251974.813,0,0
2768,1000,5,Staten Island,18702,50187021000,1089.661481,59177.17919,0,0
2769,1011,5,Staten Island,18701,50187011011,953.7322388,46213.07773,0,0
2770,1001,5,Staten Island,18702,50187021001,1524.132049,92782.82689,0,0
2771,1010,5,Staten Island,18701,50187011010,1512.020597,87388.49521,0,0
2772,1002,5,Staten Island,18702,50187021002,931.9059614,46582.91282,0,0
2773,1009,5,Staten Island,18701,50187011009,943.6894626,47519.87727,0,0
2774,1009,5,Staten Island,22300,50223001009,2060.118301,195731.4805,0,0
2775,2000,5,Staten Island,23100,50231002000,2100.123591,124183.0477,0,0
2776,1025,5,Staten Island,32300,50323001025,2536.511112,137103.8391,0,0
2777,1029,5,Staten Island,29102,50291021029,2406.616193,128392.6462,0,0
2778,1026,5,Staten Island,29102,50291021026,1348.192872,57308.13172,0,0
2779,1003,5,Staten Island,29104,50291041003,3685.327066,216932.7292,0,0
2780,1001,5,Staten Island,27301,50273011001,3099.97496,213772.8036,0,0
2781,1002,5,Staten Island,18902,50189021002,2285.481884,119897.3359,0,0
2782,1003,5,Staten Island,18902,50189021003,2262.669816,94071.33901,0,0
2783,1005,5,Staten Island,18902,50189021005,2082.211074,84675.34877,0,0
2784,1000,5,Staten Island,18902,50189021000,1379.221633,79284.94514,0,0
2785,1004,5,Staten Island,18902,50189021004,1423.886995,82359.11643,0,0
2786,1021,5,Staten Island,1800,50018001021,2527.70895,378758.275,0,0
2787,1022,5,Staten Island,1800,50018001022,1224.503303,40361.47462,0,0
2788,1010,5,Staten Island,20700,50207001010,593.7059553,13165.91485,0,0
2789,1002,5,Staten Island,29102,50291021002,2919.6258,477869.3451,0,0
2790,3006,5,Staten Island,9700,50097003006,177.7701179,2292.012926,0,0
2791,1010,5,Staten Island,8100,50081001010,1764.450235,160309.4821,0,0
2792,1011,5,Staten Island,800,50008001011,861.4088314,39930.56821,0,0
2793,1024,5,Staten Island,800,50008001024,914.7675715,48515.98103,0,0
2794,1028,5,Staten Island,20700,50207001028,1976.941826,216365.0488,0,0
2795,2012,5,Staten Island,22300,50223002012,741.7282075,34335.48848,0,0
2796,2001,5,Staten Island,2100,50021002001,663.4472492,17231.25422,0,0
2797,1015,5,Staten Island,1800,50018001015,2755.698778,410502.9161,0,0
2798,1005,5,Staten Island,2001,50020011005,1789.804125,175157.2238,0,0
2799,1014,5,Staten Island,2002,50020021014,1757.695916,182657.5011,0,0
2800,1002,5,Staten Island,8100,50081001002,6522.709217,248866.1183,1,1
2801,1003,5,Staten Island,5000,50050001003,1654.813156,137503.6326,0,0
2802,1007,5,Staten Island,5000,50050001007,2754.90343,367654.4844,0,0
2803,1013,5,Staten Island,5000,50050001013,1283.479034,98609.65414,3,1
2804,2002,5,Staten Island,5000,50050002002,857.6392705,43910.69688,0,0
2805,2004,5,Staten Island,5000,50050002004,1442.912926,96319.03886,0,0
2806,2005,5,Staten Island,5000,50050002005,1260.560587,49137.38739,0,0
2807,2007,5,Staten Island,5000,50050002007,1867.281933,172057.7533,0,0
2808,2010,5,Staten Island,5000,50050002010,1911.409024,180577.6008,0,0
2809,2015,5,Staten Island,5000,50050002015,1630.03144,63574.53233,0,0
2810,2016,5,Staten Island,5000,50050002016,1328.679549,102978.7904,1,1
2811,2017,5,Staten Island,5000,50050002017,740.1300363,30628.78125,0,0
2812,3002,5,Staten Island,5000,50050003002,2398.668714,285290.0595,0,0
2813,3006,5,Staten Island,5000,50050003006,755.5759977,26847.25395,0,0
2814,3007,5,Staten Island,5000,50050003007,1340.175753,72488.18032,0,0
2815,3008,5,Staten Island,5000,50050003008,1526.834753,115872.6613,0,0
2816,3009,5,Staten Island,5000,50050003009,2616.396267,262273.7045,0,0
2817,3011,5,Staten Island,5000,50050003011,946.1555551,44684.53802,0,0
2818,3013,5,Staten Island,5000,50050003013,1230.151757,75770.62621,0,0
2819,3014,5,Staten Island,5000,50050003014,1117.717377,68316.68677,0,0
2820,3017,5,Staten Island,5000,50050003017,775.661574,34073.44214,0,0
2821,3018,5,Staten Island,5000,50050003018,587.0446258,21319.46309,0,0
2822,3020,5,Staten Island,5000,50050003020,242.5479803,2771.829337,0,0
2823,3021,5,Staten Island,5000,50050003021,1029.714909,47834.41316,0,0
2824,3022,5,Staten Island,5000,50050003022,1045.097038,65352.85438,0,0
2825,2005,5,Staten Island,30301,50303012005,2527.052973,111944.7466,0,0
2826,2013,5,Staten Island,30301,50303012013,2349.283578,139877.1517,0,0
2827,2018,5,Staten Island,30301,50303012018,1963.184633,91879.10724,0,0
2828,2019,5,Staten Island,30301,50303012019,1764.449378,124037.1812,0,0
2829,2015,5,Staten Island,7400,50074002015,3108.030009,278080.4457,0,0
2830,1000,5,Staten Island,6700,50067001000,1760.203261,200284.2316,0,0
2831,1010,5,Staten Island,9601,50096011010,2723.878841,292507.1417,0,0
2832,3010,5,Staten Island,5000,50050003010,4500.440129,295113.1503,0,0
2833,3005,5,Staten Island,5000,50050003005,3041.499091,487439.4249,0,0
2834,3005,5,Staten Island,14606,50146063005,663.7646068,27208.01334,0,0
2835,2001,5,Staten Island,17008,50170082001,1714.802336,191233.7704,0,0
2836,1003,5,Staten Island,17010,50170101003,967.1447618,58434.82943,0,0
2837,1006,5,Staten Island,17010,50170101006,820.2835543,39685.1421,0,0
2838,3013,5,Staten Island,17012,50170123013,2709.976578,189598.7789,0,0
2839,3015,5,Staten Island,17012,50170123015,3242.321726,151507.2512,0,0
2840,5004,5,Staten Island,17700,50177005004,910.7743957,53692.70849,0,0
2841,1015,5,Staten Island,20801,50208011015,3604.127951,208101.4734,0,0
2842,1036,5,Staten Island,22800,50228001036,4581.736876,588946.5582,0,0
2843,2025,5,Staten Island,20803,50208032025,3290.43185,149947.8463,0,0
2844,3005,5,Staten Island,20803,50208033005,3357.990171,121006.7041,0,0
2845,4031,5,Staten Island,22600,50226004031,2016.881058,217298.0636,0,0
2846,3014,5,Staten Island,22600,50226003014,3475.457928,215759.2286,0,0
2847,4001,5,Staten Island,22600,50226004001,3929.656759,241433.5956,0,0
2848,1028,5,Staten Island,22800,50228001028,1142.398869,72053.37831,0,0
2849,1018,5,Staten Island,22800,50228001018,2993.551077,128215.0796,0,0
2850,1021,5,Staten Island,24402,50244021021,922.2018404,46720.92268,0,0
2851,1027,5,Staten Island,29102,50291021027,2805.310301,283109.3746,0,0
2852,1028,5,Staten Island,29102,50291021028,3028.858828,256466.5508,0,0
2853,1030,5,Staten Island,29102,50291021030,1358.332746,27554.63255,0,0
2854,1070,5,Staten Island,29102,50291021070,1720.10587,165436.1194,0,0
2855,2013,5,Staten Island,29102,50291022013,3353.826876,241532.9157,0,0
2856,2014,5,Staten Island,29102,50291022014,3099.443853,175475.1642,0,0
2857,4010,5,Staten Island,29104,50291044010,4078.239634,178804.2212,0,0
2858,4012,5,Staten Island,29104,50291044012,2080.838876,182060.1529,0,0
2859,2005,5,Staten Island,17010,50170102005,2364.228378,145453.8641,0,0
2860,1018,5,Staten Island,27900,50279001018,465.5704991,5998.133849,0,0
2861,1025,5,Staten Island,27900,50279001025,976.5245928,69277.36051,0,0
2862,1017,5,Staten Island,29102,50291021017,6489.28796,2207468.324,0,0
2863,3004,5,Staten Island,5000,50050003004,4035.555351,258237.1199,0,0
2864,2000,5,Staten Island,5000,50050002000,2822.306085,135780.7667,0,0
2865,3001,5,Staten Island,5000,50050003001,943.4159077,36203.05002,0,0
2866,3012,5,Staten Island,800,50008003012,3432.399478,283060.0207,0,0
2867,3016,5,Staten Island,5000,50050003016,766.6712593,28053.71696,0,0
2868,1020,5,Staten Island,17005,50170051020,1895.164593,120901.8825,0,0
2869,1019,5,Staten Island,17005,50170051019,5666.532844,308636.4064,0,0
2870,1021,5,Staten Island,17005,50170051021,3708.205947,193451.9816,0,0
2871,1022,5,Staten Island,17005,50170051022,3479.854827,263772.5055,0,0
2872,1023,5,Staten Island,17005,50170051023,3630.97716,314306.6931,2,1
2873,3000,5,Staten Island,20804,50208043000,6284.772188,816525.4022,0,0
2874,4008,5,Staten Island,20700,50207004008,997.0509364,45768.15172,0,0
2875,2006,5,Staten Island,22600,50226002006,2941.412236,187124.9789,0,0
2876,4014,5,Staten Island,22600,50226004014,2484.979032,234002.105,0,0
2877,1026,5,Staten Island,32300,50323001026,2309.271538,143843.2785,0,0
2878,1067,5,Staten Island,29102,50291021067,3742.078041,264409.6268,0,0
2879,1069,5,Staten Island,29102,50291021069,5141.54229,420652.5691,0,0
2880,1080,5,Staten Island,29102,50291021080,3089.276997,197741.2123,0,0
2881,1004,5,Staten Island,24402,50244021004,825.2669092,31422.19816,0,0
2882,1005,5,Staten Island,24402,50244021005,770.0856937,33790.85969,0,0
2883,2003,5,Staten Island,14100,50141002003,2006.926167,119467.2121,0,0
2884,2018,5,Staten Island,20803,50208032018,5650.561447,1887952.063,0,0
2885,2016,5,Staten Island,20803,50208032016,1629.865308,140836.9635,0,0
2886,2009,5,Staten Island,20803,50208032009,2333.730683,235414.3548,0,0
2887,1006,5,Staten Island,8100,50081001006,2624.551816,411449.1553,1,1
2888,1021,5,Staten Island,29102,50291021021,12531.50128,527761.2863,0,0
2889,1031,5,Staten Island,29102,50291021031,575.4223543,13275.43447,0,0
2890,2031,5,Staten Island,27301,50273012031,3133.156792,607639.7814,0,0
2891,3000,5,Staten Island,18902,50189023000,2419.970789,115793.865,0,0
2892,1019,5,Staten Island,24402,50244021019,974.4839903,33960.85661,0,0
2893,1026,5,Staten Island,24402,50244021026,1225.03787,59185.69802,0,0
2894,1022,5,Staten Island,2002,50020021022,1475.183859,108645.7469,0,0
2895,1023,5,Staten Island,2002,50020021023,1367.580406,89894.3736,0,0
2896,1030,5,Staten Island,1800,50018001030,1137.314789,39410.39274,0,0
2897,1006,5,Staten Island,20804,50208041006,2031.269846,191655.5303,0,0
2898,1007,5,Staten Island,20804,50208041007,2081.486543,210644.3528,0,0
2899,2006,5,Staten Island,20803,50208032006,2101.079833,204433.3854,0,0
2900,2007,5,Staten Island,20803,50208032007,2149.042377,211883.9568,0,0
2901,2004,5,Staten Island,2002,50020022004,1379.932071,94331.13243,0,0
2902,1007,5,Staten Island,2002,50020021007,3770.585625,599137.7216,0,0
2903,2002,5,Staten Island,29102,50291022002,1036.989538,53527.56599,0,0
2904,2004,5,Staten Island,9602,50096022004,1185.800707,78055.71324,0,0
2905,2005,5,Staten Island,9602,50096022005,2036.473978,184596.8376,0,0
2906,3005,5,Staten Island,18100,50181003005,10915.37659,869092.6864,0,0
2907,3006,5,Staten Island,25100,50251003006,6621.707686,279108.2433,0,0
2908,1017,5,Staten Island,27900,50279001017,404.261739,8073.307836,0,0
2909,2013,5,Staten Island,22300,50223002013,2732.477271,301972.2767,0,0
2910,1002,5,Staten Island,6700,50067001002,1305.978405,100423.5495,0,0
2911,2002,5,Staten Island,27702,50277022002,1108.523387,36021.59796,0,0
2912,2020,5,Staten Island,22600,50226002020,277.7763604,591.0602011,0,0
2913,3001,5,Staten Island,22600,50226003001,1523.404856,126572.428,0,0
2914,2005,5,Staten Island,23900,50239002005,1840.465448,178215.5331,0,0
2915,2006,5,Staten Island,23900,50239002006,1154.991913,81905.44869,0,0
2916,2007,5,Staten Island,23900,50239002007,2557.549122,273796.5308,0,0
2917,1017,5,Staten Island,20801,50208011017,2077.534972,182595.4933,0,0
2918,1021,5,Staten Island,20801,50208011021,2254.722875,228620.5901,1,1
2919,1013,5,Staten Island,20801,50208011013,651.8937769,12039.65159,0,0
2920,1001,5,Staten Island,20801,50208011001,4999.670056,312010.025,0,0
2921,1003,5,Staten Island,20801,50208011003,2799.986734,205304.9465,0,0
2922,1029,5,Staten Island,22800,50228001029,579.3855587,11269.92981,0,0
2923,2015,5,Staten Island,25100,50251002015,1417.948345,114863.6119,0,0
2924,2025,5,Staten Island,14605,50146052025,1586.063467,136871.7687,0,0
2925,2001,5,Staten Island,21300,50213002001,1864.163662,169210.5012,1,1
2926,2002,5,Staten Island,21300,50213002002,1640.556721,165445.0925,0,0
2927,2006,5,Staten Island,20700,50207002006,1314.100118,102590.2758,0,0
2928,2007,5,Staten Island,20700,50207002007,1536.360499,129049.1446,0,0
2929,2008,5,Staten Island,20700,50207002008,1472.953126,122114.9218,0,0
2930,1010,5,Staten Island,23100,50231001010,1825.657239,160909.5675,0,0
2931,1,5,Staten Island,300,50003000001,8398.283416,181815.9155,0,0
2932,4020,5,Staten Island,17700,50177004020,2551.400233,326346.9206,0,0
2933,4018,5,Staten Island,17700,50177004018,1413.177638,120099.1752,0,0
2934,4019,5,Staten Island,17700,50177004019,1642.074038,168396.1486,0,0
2935,1013,5,Staten Island,9700,50097001013,954.1911607,54334.89488,0,0
2936,1014,5,Staten Island,5000,50050001014,1783.666005,113301.9054,0,0
2937,3006,5,Staten Island,30302,50303023006,1421.066777,107263.912,0,0
2938,1009,5,Staten Island,15603,50156031009,2752.518094,218057.0381,0,0
2939,1013,5,Staten Island,12805,50128051013,450.5685615,9031.405581,0,0
2940,3003,5,Staten Island,800,50008003003,2664.103363,419695.4684,0,0
2941,4006,5,Staten Island,14606,50146064006,872.5557228,40316.00359,0,0
2942,2022,5,Staten Island,13800,50138002022,1724.668886,155008.1471,0,0
2943,2024,5,Staten Island,13800,50138002024,1488.735024,125096.1219,0,0
2944,1013,5,Staten Island,13800,50138001013,1470.595359,121013.3813,0,0
2945,3009,5,Staten Island,13204,50132043009,1599.698185,138103.5141,0,0
2946,3010,5,Staten Island,13204,50132043010,1406.579112,123591.9296,0,0
2947,2001,5,Staten Island,27301,50273012001,1189.285313,30326.40706,0,0
2948,2013,5,Staten Island,27301,50273012013,536.5563113,8168.589571,0,0
2949,3003,5,Staten Island,14604,50146043003,2093.469229,202836.5396,0,0
2950,3004,5,Staten Island,14604,50146043004,2109.210733,208733.6814,0,0
2951,1004,5,Staten Island,27900,50279001004,525.7161891,18658.75562,0,0
2952,1028,5,Staten Island,17600,50176001028,1766.360541,158393.7677,0,0
2953,1029,5,Staten Island,17600,50176001029,1088.382341,73451.63448,0,0
2954,1030,5,Staten Island,17600,50176001030,1050.978213,68507.92307,0,0
2955,1031,5,Staten Island,17600,50176001031,1793.281773,165678.7357,0,0
2956,2023,5,Staten Island,14605,50146052023,1534.706443,129957.6621,0,0
2957,2024,5,Staten Island,14605,50146052024,1559.75819,132137.3004,0,0
2958,2001,5,Staten Island,5000,50050002001,954.1724942,56229.59947,0,0
2959,2006,5,Staten Island,5000,50050002006,1832.260941,163985.4144,0,0
2960,2012,5,Staten Island,5000,50050002012,1048.262685,67690.12882,0,0
2961,2023,5,Staten Island,11201,50112012023,4457.86112,841575.7671,0,0
2962,2015,5,Staten Island,24402,50244022015,1055.043466,69476.81898,0,0
2963,1025,5,Staten Island,24402,50244021025,893.3084342,40268.45139,0,0
2964,2015,5,Staten Island,11401,50114012015,2438.357478,268262.636,0,0
2965,3000,5,Staten Island,11402,50114023000,2343.274315,234560.5821,0,0
2966,3013,5,Staten Island,800,50008003013,3302.324278,185996.2188,0,0
2967,1000,5,Staten Island,20100,50201001000,1606.014521,145608.1243,0,0
2968,1001,5,Staten Island,20100,50201001001,1381.3371,78298.66493,0,0
2969,1007,5,Staten Island,21300,50213001007,1281.634054,84154.02532,0,0
2970,3009,5,Staten Island,25100,50251003009,1389.11461,144487.6118,0,0
2971,4011,5,Staten Island,29104,50291044011,1962.24496,78574.09617,0,0
2972,4019,5,Staten Island,29104,50291044019,1801.225207,185642.2232,0,0
2973,2000,5,Staten Island,4700,50047002000,1817.202268,170402.0807,0,0
2974,2000,5,Staten Island,16901,50169012000,1208.851156,89339.83905,0,0
2975,1003,5,Staten Island,27900,50279001003,2752.322858,338957.7364,0,0
2976,2000,5,Staten Island,27900,50279002000,1338.839948,93228.02472,0,0
2977,2001,5,Staten Island,18902,50189022001,1880.041462,182630.3774,0,0
2978,2019,5,Staten Island,18902,50189022019,1883.005825,185180.6484,0,0
2979,2000,5,Staten Island,18902,50189022000,1916.563774,169632.2285,0,0
2980,2020,5,Staten Island,18902,50189022020,2550.602756,306892.9531,0,0
2981,3005,5,Staten Island,18902,50189023005,1906.485001,157686.4827,0,0
2982,1015,5,Staten Island,30301,50303011015,1504.273669,124658.3893,0,0
2983,3003,5,Staten Island,25100,50251003003,2147.752865,202025.0399,0,0
2984,3004,5,Staten Island,25100,50251003004,2134.422242,217222.0485,0,0
2985,1000,5,Staten Island,27301,50273011000,2057.961234,126027.9244,0,0
2986,2033,5,Staten Island,18901,50189012033,1283.112487,72102.33208,0,0
2987,1001,5,Staten Island,18902,50189021001,1953.854728,60093.15167,0,0
2988,2017,5,Staten Island,18901,50189012017,3223.415461,360839.7074,0,0
2989,3004,5,Staten Island,18902,50189023004,2082.940788,198099.421,0,0
2990,3006,5,Staten Island,18902,50189023006,2880.849146,371158.6708,3,1
2991,2003,5,Staten Island,21300,50213002003,1230.435909,92795.3805,0,0
2992,2004,5,Staten Island,21300,50213002004,2188.349195,280185.5586,2,1
2993,2001,5,Staten Island,13201,50132012001,4565.019201,583588.9651,0,0
2994,2010,5,Staten Island,13201,50132012010,1308.745335,103603.6867,0,0
2995,2014,5,Staten Island,13201,50132012014,1235.774704,89833.61061,0,0
2996,2016,5,Staten Island,13201,50132012016,1350.453256,114312.4209,0,0
2997,3012,5,Staten Island,18100,50181003012,4608.31774,669662.0386,0,0
2998,3016,5,Staten Island,17700,50177003016,1771.07255,199847.4885,0,0
2999,3017,5,Staten Island,17700,50177003017,2061.380164,207509.4944,0,0
3000,4016,5,Staten Island,17700,50177004016,2969.186902,443102.0839,0,0
3001,3008,5,Staten Island,18100,50181003008,4618.617923,431416.6963,0,0
3002,3010,5,Staten Island,18100,50181003010,2428.260939,319595.5974,0,0
3003,1018,5,Staten Island,24402,50244021018,872.5693476,46356.3516,0,0
3004,3011,5,Staten Island,17700,50177003011,1194.457869,86373.50411,0,0
3005,3005,5,Staten Island,17700,50177003005,2236.865533,157433.443,0,0
3006,3021,5,Staten Island,17700,50177003021,1275.982894,82912.51541,0,0
3007,6004,5,Staten Island,17700,50177006004,1915.467801,192020.9466,0,0
3008,3006,5,Staten Island,17700,50177003006,1343.506595,130035.2017,0,0
3009,2005,5,Staten Island,17700,50177002005,1243.224389,73795.11585,0,0
3010,2020,5,Staten Island,17700,50177002020,2536.707125,212145.4943,0,0
3011,1012,5,Staten Island,5000,50050001012,1288.814723,103023.9875,0,0
3012,2007,5,Staten Island,17700,50177002007,2557.583506,257994.8444,0,0
3013,2003,5,Staten Island,14700,50147002003,2269.425476,232308.7215,0,0
3014,2016,5,Staten Island,14700,50147002016,1448.782621,118951.2328,0,0
3015,1021,5,Staten Island,22600,50226001021,3821.684307,195636.366,0,0
3016,1006,5,Staten Island,9601,50096011006,2268.586371,228239.4565,0,0
3017,1001,5,Staten Island,12100,50121001001,3104.203762,345254.2766,0,0
3018,1013,5,Staten Island,12100,50121001013,1783.620292,171921.6984,0,0
3019,5010,5,Staten Island,17700,50177005010,1831.478503,85445.62984,0,0
3020,5011,5,Staten Island,17700,50177005011,2411.978073,183606.9137,0,0
3021,3007,5,Staten Island,7500,50075003007,1681.672621,130155.5355,0,0
3022,4028,5,Staten Island,22600,50226004028,2162.602656,222553.8443,0,0
3023,4012,5,Staten Island,22600,50226004012,1993.380764,291183.6488,0,0
3024,1009,5,Staten Island,4700,50047001009,1123.618793,75391.8812,0,0
3025,2004,5,Staten Island,3900,50039002004,1494.967362,134007.2583,0,0
3026,2001,5,Staten Island,3900,50039002001,1945.854929,157025.2715,0,0
3027,2012,5,Staten Island,20801,50208012012,1890.217766,202265.7296,0,0
3028,1003,5,Staten Island,7500,50075001003,1349.875468,102121.1265,0,0
3029,3021,5,Staten Island,20803,50208033021,1966.608696,229730.729,0,0
3030,3010,5,Staten Island,8100,50081003010,2373.231808,308178.4175,0,0
3031,3011,5,Staten Island,8100,50081003011,2220.688931,256223.3682,0,0
3032,1020,5,Staten Island,7000,50070001020,2074.673903,194891.5694,0,0
3033,1033,5,Staten Island,7000,50070001033,1616.808813,148867.8803,0,0
3034,1008,5,Staten Island,9601,50096011008,880.612066,37327.4518,0,0
3035,3004,5,Staten Island,19800,50198003004,2021.825139,246403.2121,0,0
3036,3020,5,Staten Island,20803,50208033020,1575.13404,157705.8423,0,0
3037,2024,5,Staten Island,20804,50208042024,6198.456766,723436.4842,0,0
3038,2025,5,Staten Island,20804,50208042025,1704.087384,120591.0876,0,0
3039,2001,5,Staten Island,17010,50170102001,2441.049223,326057.0102,0,0
3040,4020,5,Staten Island,19800,50198004020,1982.909934,227104.0704,0,0
3041,3037,5,Staten Island,17600,50176003037,1435.793274,115229.985,0,0
3042,1026,5,Staten Island,17600,50176001026,2795.68337,407503.605,0,0
3043,2002,5,Staten Island,3300,50033002002,1430.038485,101344.1588,0,0
3044,1027,5,Staten Island,7000,50070001027,1750.322177,159524.2483,0,0
3045,1009,5,Staten Island,2002,50020021009,1322.892011,95685.88798,0,0
3046,2008,5,Staten Island,7400,50074002008,2015.471874,178589.3069,0,0
3047,1006,5,Staten Island,17005,50170051006,536.0778282,18028.36887,0,0
3048,4006,5,Staten Island,17600,50176004006,2234.142228,206032.1729,0,0
3049,1016,5,Staten Island,1800,50018001016,960.0970765,47367.31545,0,0
3050,1027,5,Staten Island,1800,50018001027,1619.886457,148685.7118,0,0
3051,1002,5,Staten Island,1800,50018001002,3590.170066,326406.5224,0,0
3052,1018,5,Staten Island,1800,50018001018,2477.509926,300828.3372,0,0
3053,2001,5,Staten Island,3300,50033002001,2437.300326,261874.6662,0,0
3054,4007,5,Staten Island,17600,50176004007,603.1701613,27306.99701,0,0
3055,4011,5,Staten Island,17600,50176004011,1370.935922,100363.1268,0,0
3056,3003,5,Staten Island,15602,50156023003,1740.631839,160120.6955,0,0
3057,4000,5,Staten Island,15602,50156024000,2051.78276,203198.3364,0,0
3058,1008,5,Staten Island,17011,50170111008,1741.826705,152358.2024,0,0
3059,5011,5,Staten Island,4000,50040005011,323.9400653,8056.52925,0,0
3060,1005,5,Staten Island,300,50003001005,2474.116091,355812.715,0,0
3061,1081,5,Staten Island,29102,50291021081,3117.590178,130347.7925,0,0
3062,3005,5,Staten Island,29103,50291033005,3210.0501,567023.9865,0,0
3063,2000,5,Staten Island,15602,50156022000,2534.882762,260137.8202,0,0
3064,4013,5,Staten Island,15601,50156014013,2271.572348,222515.9737,0,0
3065,1005,5,Staten Island,29104,50291041005,2246.513163,219215.0679,0,0
3066,1007,5,Staten Island,29104,50291041007,2067.54289,204319.5572,0,0
3067,2012,5,Staten Island,15603,50156032012,973.6249142,57552.92934,0,0
3068,3008,5,Staten Island,15601,50156013008,1625.231508,139257.631,0,0
3069,2018,5,Staten Island,14604,50146042018,1069.980515,72310.19519,0,0
3070,1000,5,Staten Island,15601,50156011000,4601.441511,740819.0086,0,0
3071,2017,5,Staten Island,14604,50146042017,1252.190411,98769.09481,0,0
3072,3002,5,Staten Island,15603,50156033002,565.8996705,18280.31714,0,0
3073,3010,5,Staten Island,13203,50132033010,1648.7639,160019.5358,0,0
3074,3007,5,Staten Island,13203,50132033007,1195.805681,73058.77706,0,0
3075,3008,5,Staten Island,13203,50132033008,1657.72882,183481.8551,0,0
3076,3009,5,Staten Island,19800,50198003009,1417.945285,117636.2315,2,1
3077,1000,5,Staten Island,10500,50105001000,2196.330123,288568.8648,0,0
3078,2005,5,Staten Island,7000,50070002005,1702.868248,152578.2437,0,0
3079,2006,5,Staten Island,7000,50070002006,1677.001553,153247.2009,0,0
3080,2012,5,Staten Island,17011,50170112012,4092.145825,353568.618,0,0
3081,2015,5,Staten Island,14606,50146062015,3734.613516,325306.246,0,0
3082,2026,5,Staten Island,14605,50146052026,3688.879302,430569.6887,0,0
3083,2005,5,Staten Island,11401,50114012005,3686.334485,360378.3891,0,0
3084,2012,5,Staten Island,11401,50114012012,2042.461934,214081.5756,0,0
3085,3012,5,Staten Island,11402,50114023012,3162.456372,97166.8875,0,0
3086,3013,5,Staten Island,11402,50114023013,3133.009321,82326.19669,0,0
3087,5009,5,Staten Island,21300,50213005009,1560.284913,102069.2906,0,0
3088,5007,5,Staten Island,21300,50213005007,1871.254708,225091.3592,0,0
3089,1008,5,Staten Island,2002,50020021008,3736.59044,439673.8511,0,0
3090,1006,5,Staten Island,22800,50228001006,2415.27917,77426.76501,0,0
3091,1014,5,Staten Island,12805,50128051014,1332.286681,104685.4454,0,0
3092,1005,5,Staten Island,12805,50128051005,1613.138,144065.2215,0,0
3093,1003,5,Staten Island,12805,50128051003,1106.128502,56835.09336,0,0
3094,1015,5,Staten Island,12805,50128051015,1496.268112,125705.9942,0,0
3095,1003,5,Staten Island,3300,50033001003,1527.373956,129000.8969,0,0
3096,1002,5,Staten Island,3300,50033001002,1799.781104,181856.2186,0,0
3097,2005,5,Staten Island,1700,50017002005,2377.934058,228635.8501,0,0
3098,1007,5,Staten Island,12100,50121001007,1989.228374,186209.2776,0,0
3099,1008,5,Staten Island,12100,50121001008,1927.488502,163447.6387,0,0
3100,1011,5,Staten Island,12100,50121001011,1172.885429,80971.2508,0,0
3101,1012,5,Staten Island,12100,50121001012,1633.508795,158042.1291,1,1
3102,1006,5,Staten Island,1700,50017001006,2102.753451,280116.2988,0,0
3103,2000,5,Staten Island,24401,50244012000,5388.511377,1046057.977,0,0
3104,3008,5,Staten Island,24401,50244013008,2433.766231,306048.8553,0,0
3105,2005,5,Staten Island,19800,50198002005,3727.234555,508313.1695,0,0
3106,2026,5,Staten Island,17005,50170052026,2513.633841,386623.9887,0,0
3107,3005,5,Staten Island,24800,50248003005,1526.485749,59777.37491,0,0
3108,2000,5,Staten Island,27702,50277022000,558.6713321,17150.62393,0,0
3109,1001,5,Staten Island,27706,50277061001,1825.275674,186905.1654,0,0
3110,3000,5,Staten Island,27706,50277063000,3538.877502,774362.4012,0,0
3111,1001,5,Staten Island,10500,50105001001,3039.063943,408192.98,1,1
3112,1018,5,Staten Island,30301,50303011018,1294.829886,101954.1494,0,0
3113,2006,5,Staten Island,30301,50303012006,3152.649269,406454.246,0,0
3114,2020,5,Staten Island,30301,50303012020,1584.238086,144579.0121,0,0
3115,1011,5,Staten Island,24402,50244021011,1630.077201,120024.9392,0,0
3116,2005,5,Staten Island,24401,50244012005,1697.908391,171623.3226,0,0
3117,3016,5,Staten Island,24401,50244013016,1604.061437,125886.6015,0,0
3118,1016,5,Staten Island,17005,50170051016,2047.397918,80253.70551,0,0
3119,3008,5,Staten Island,17009,50170093008,5412.082724,1703262.299,0,0
3120,1015,5,Staten Island,17005,50170051015,2044.544621,66633.43896,0,0
3121,2005,5,Staten Island,300,50003002005,1618.558863,88366.38396,0,0
3122,2005,5,Staten Island,2100,50021002005,1226.214041,82330.5509,0,0
3123,1032,5,Staten Island,25100,50251001032,1055.387331,69476.13971,0,0
3124,2001,5,Staten Island,18901,50189012001,1640.167098,143643.2693,0,0
3125,2002,5,Staten Island,18901,50189012002,1257.93677,94347.90623,0,0
3126,1060,5,Staten Island,29102,50291021060,14252.42001,2954238.461,0,0
3127,1061,5,Staten Island,29102,50291021061,5272.603638,694466.9713,0,0
3128,1001,5,Staten Island,24800,50248001001,2227.250102,258425.6445,0,0
3129,3010,5,Staten Island,20801,50208013010,2072.860617,205266.161,0,0
3130,4034,5,Staten Island,20801,50208014034,3037.445875,570646.1294,0,0
3131,4007,5,Staten Island,20801,50208014007,2279.800844,278909.1293,0,0
3132,4012,5,Staten Island,20801,50208014012,1914.503377,213379.6443,0,0
3133,3003,5,Staten Island,19800,50198003003,1431.253015,116227.7618,0,0
